teamname,goalnetstanchioncolor2r,hastifo,stadiumgoalnetstyle,utcoffset,teamcolor1b,crowdregion,gender,captainid,popularity,iscompetitioncrowdcardsenabled,numtransfersin,teamcolor3b,matchdaymidfieldrating,youthdevelopment,personalityid,pitchlinecolor,crowdskintonecode,teamcolor2r,stadiumgoalnetpattern,freekicktakerid,genericint2,opponentstrongthreshold,powid,hasstandingcrowd,longitude,genericint1,teamcolor3g,goalnetstanchioncolor1g,teamcolor2b,favoriteteamsheetid,clubworth,haslargeflag,midfieldrating,trait1vequal,presassetone,teamstadiumcapacity,goalnetstanchioncolor1b,teamcolor3r,rightfreekicktakerid,attackrating,overallrating,presassettwo,opponentweakthreshold,teamcolor1g,throwerright,hasvikingclap,iscompetitionscarfenabled,goalnetstanchioncolor1r,leftfreekicktakerid,longkicktakerid,trainingstadium,skinnyflags,stanchionflamethrower,cksupport6,prev_el_champ,uefa_consecutive_wins,ethnicity,trait1vstrong,defenserating,leaguetitles,cksupport2,stadiummowpattern_code,iscompetitionpoleflagenabled,internationalprestige,rivalteam,rightcornerkicktakerid,cksupport9,goalnetstanchioncolor2b,cksupport8,uefa_cl_wins,penaltytakerid,profitability,uefa_uecl_wins,genericbanner,matchdayattackrating,hassubstitutionboard,pitchwear,trait1vweak,teamcolor1r,pitchcolor,teamid,buildupplay,cksupport5,defensivedepth,cksupport3,goalnetstanchioncolor2g,cityid,cksupport4,domesticprestige,flamethrowercannon,ballid,form,teamcolor2g,cksupport7,latitude,matchdayoverallrating,hassuncanthem,cksupport1,cornerflagpolecolor,isbannerenabled,playsurfacetype,throwerleft,leftcornerkicktakerid,foundationyear,assetid,uefa_el_wins,matchdaydefenserating,jerseytype,domesticcups
Seattle Reign,211,0,0,-8,255,6,1,267209,4,0,0,36,71,6,0,0,2,1,0,265853,-1,2,-1,0,-122,74,36,211,147,-1,66618,0,71,525632,0,37722,211,231,265853,76,74,0,2,255,265853,0,1,211,242024,265853,316,0,0,265853,0,0,1,532800,71,0,71610,15,1,5,116302,265853,71610,211,76332,0,267201,5,0,0,76,0,0,263488,255,4,116300,1,73756,30,267201,211,440,71495,5,0,196,0,51,267201,47,74,0,76332,0,1,2,265853,265853,2012,116300,0,71,2,0
Portland Thorns,1,0,0,-8,1,6,1,267203,6,0,0,50,74,8,0,0,2,151,0,267223,-1,2,-1,1,123,76,86,1,31,-1,73693,1,74,270464,0,25218,1,26,267223,79,76,0,2,1,264012,1,1,1,267223,267223,316,0,0,264012,0,0,2,528512,72,3,71427,15,1,6,116300,267223,71427,1,267529,0,267223,7,0,0,79,0,0,263296,1,0,116302,2,227387,30,264012,1,384,83536,6,0,196,0,30,267223,46,76,0,267529,0,1,2,264012,267223,2012,116302,0,72,1,1
NC Courage,255,0,0,-5,100,6,1,237673,4,0,0,55,71,7,1,0,2,255,0,266091,-1,2,-1,0,-77,73,29,255,255,-1,59250,0,71,525440,0,10000,255,171,266091,74,73,0,2,44,267214,1,1,255,266091,266091,316,0,0,267214,0,0,5,532608,72,2,81533,0,1,4,116302,266091,81533,255,266091,0,266091,5,0,0,74,0,0,263296,1,4,116303,1,277633,30,267214,255,891,83733,5,0,196,0,255,76689,35,73,0,76689,0,1,0,267214,266091,2017,116303,0,72,2,2
Washington Spirit,255,0,0,-5,34,6,1,267261,8,0,0,255,78,4,0,0,2,196,0,272115,-1,2,-1,0,-77,78,255,255,46,-1,74905,0,78,4195712,0,20000,255,255,71561,80,78,0,2,24,266996,0,1,255,272115,272115,316,0,0,266996,0,0,3,270720,76,1,268262,3,1,7,116310,71561,268262,255,266928,0,266996,10,0,0,80,0,0,132480,16,4,116304,1,71560,50,266996,255,522,241224,8,0,196,0,20,272115,38,78,0,266928,0,1,0,266996,272115,2012,116304,0,76,1,0
Chicago Stars FC,255,0,0,-6,255,6,1,226335,2,0,0,194,76,3,0,0,2,17,0,267264,-1,2,-1,0,-87,76,165,255,25,-1,56444,0,76,270656,0,28000,255,149,267264,74,76,0,2,255,272100,0,1,255,267264,267264,316,0,0,272100,0,0,1,528704,73,0,70305,3,1,3,116310,247724,70305,255,267286,0,272100,2,0,0,74,0,0,263488,255,4,116305,2,76516,30,272100,255,607,228628,2,0,196,0,20,247724,41,76,0,267286,0,1,0,272100,247724,2006,116305,0,73,2,0
Houston Dash,255,0,16,-6,58,6,1,238212,3,0,0,1,73,7,0,0,2,255,0,83034,-1,2,-1,0,-95,74,1,255,255,-1,57785,0,73,132480,0,21000,255,1,83034,73,74,0,2,102,267381,0,1,255,83034,83034,316,0,0,267381,0,0,1,4202880,74,0,231736,1,1,2,116307,83034,231736,255,83034,0,267381,7,0,0,73,0,0,132480,249,4,116306,1,83159,65,267381,255,220,76690,3,0,196,0,255,70675,30,74,0,70675,0,1,0,267381,83034,2013,116306,0,74,1,1
Orlando Pride,255,0,5,-5,148,6,1,243262,6,0,0,255,76,4,0,0,2,1,0,246059,-1,2,-1,0,-81,77,255,255,1,-1,60875,0,76,4202752,0,25500,255,255,246059,79,77,0,2,51,276359,0,1,255,267199,267199,316,0,0,276359,0,0,4,266496,76,1,275679,3,1,5,116306,246059,246059,255,275679,0,246059,8,0,0,79,0,0,132352,99,4,116307,2,71531,50,276359,255,360,267199,9,0,196,0,1,243262,28,77,0,243262,0,1,0,276359,70502,2015,116307,0,76,2,0
Rac. Louisville,255,0,0,-5,246,6,1,267325,2,0,0,255,72,8,0,0,2,16,0,267305,-1,2,-1,0,-85,74,255,255,45,-1,58960,0,72,528640,0,11700,255,255,267305,70,74,0,2,180,76889,0,1,255,77548,77548,316,0,0,76889,0,0,2,526592,73,0,76517,0,1,2,116309,267305,71494,255,76517,0,267384,5,0,0,70,0,0,270592,201,4,116308,3,76213,30,76889,255,890,71494,4,0,196,0,1,273481,38,74,0,273481,0,1,0,76889,77548,2019,116308,0,73,2,0
KC Current,255,0,0,-6,228,6,1,267336,9,0,0,1,78,2,0,0,2,255,0,226893,-1,2,-1,0,-95,78,1,255,255,-1,104908,0,78,4202624,0,11500,255,1,226893,77,78,0,2,231,71527,0,1,255,226893,226893,316,0,0,71527,0,0,4,266368,74,0,273467,1,0,6,116308,226893,273467,255,279799,0,267336,8,0,0,77,0,0,132224,152,0,116309,2,267336,50,71527,255,240,267254,10,0,196,0,255,226893,39,78,0,279799,0,1,0,71527,226893,2020,116309,0,74,1,0
Gotham FC,1,0,1,-5,246,6,1,232075,6,0,0,255,78,5,0,0,2,1,0,232075,-1,2,-1,0,-74,78,255,1,1,-1,70930,0,78,66688,0,25000,1,255,232075,77,78,0,2,240,271040,0,1,1,243264,232075,316,0,0,271040,0,0,2,139392,77,2,243769,1,1,7,116305,232075,243264,1,243769,0,233244,7,0,0,77,0,0,66688,168,4,116310,1,76326,90,271040,1,340,266401,7,0,196,0,1,233244,40,78,0,233244,0,1,0,271040,243264,2007,116310,0,77,1,0
Angel City FC,1,0,9,-8,127,6,1,267367,7,0,0,255,73,5,0,0,2,1,0,71583,-1,2,-1,0,-118,74,255,1,1,-1,204750,0,73,4195600,0,22000,1,255,71583,79,74,0,2,140,266384,0,1,1,71583,71583,316,0,0,266384,0,0,1,270608,71,0,77669,1,1,4,116312,71583,71583,1,77669,0,77669,7,0,0,79,0,0,4195600,234,4,116311,1,267322,50,266384,1,606,272826,4,0,196,0,1,77988,34,74,0,77988,0,1,0,266384,71583,2020,116311,0,71,1,0
San Diego Wave,255,0,0,-8,98,6,1,227353,5,0,0,151,73,5,1,0,2,255,0,227353,-1,2,-1,0,-117,74,17,255,255,-1,85769,0,73,4195456,0,35000,255,252,227353,75,74,0,2,42,227397,0,1,255,227353,227353,316,0,0,227397,0,0,1,270464,72,0,71809,14,1,6,116311,80028,71809,255,80028,0,227353,9,0,0,75,0,0,4195456,1,4,116312,1,256095,50,227397,255,889,264900,8,0,196,0,255,83026,32,74,0,83026,0,1,0,227397,227353,2021,116312,0,72,2,0
FC Barcelona,200,0,0,1,128,4,1,227203,10,0,0,0,83,9,0,0,2,154,0,262531,-1,3,-1,0,2,86,231,200,60,-1,180000,0,83,66192,0,99354,200,255,236479,87,85,0,3,57,262531,0,2,200,262531,236479,366,0,0,262531,0,0,3,73872,86,11,227203,1,2,10,116326,236479,227203,200,227102,3,227203,8,0,0,87,0,0,66192,3,4,116325,1,277699,90,241846,200,36,78357,10,4,72,0,0,241846,41,85,0,227102,0,1,0,262531,262531,1899,116325,0,86,2,11
Real Madrid,1,0,0,1,255,4,1,259372,10,0,0,255,82,3,0,0,2,45,0,245879,-1,2,-1,0,-3,82,225,1,130,-1,91000,0,82,66176,0,6000,1,225,245879,82,82,0,2,255,273153,0,2,1,264725,245879,366,0,0,273153,0,0,2,73856,79,0,259372,1,2,7,116325,227327,227327,1,259372,0,245879,10,0,0,82,0,0,66176,255,4,116326,1,263964,90,273153,1,295,245879,9,0,72,0,65,246774,40,82,0,246774,0,1,0,273153,264725,1902,116326,0,79,2,0
Atlético de Madrid,255,0,0,1,0,4,1,227204,8,0,0,254,76,8,1,0,2,25,0,265280,-1,2,-1,1,-3,78,254,255,108,-1,77000,0,76,132096,0,68456,255,255,272112,78,78,0,2,0,227369,0,1,255,265280,265280,366,0,0,227369,0,0,2,4202496,78,4,272094,1,1,6,116325,265280,272094,255,265280,0,265280,8,0,0,78,0,0,132096,255,4,116327,1,277339,65,227369,255,295,268946,9,0,72,0,31,271742,40,78,0,271742,0,1,0,227369,265280,1903,116327,0,78,2,2
Athletic Club,255,0,0,1,30,4,1,271942,7,0,0,30,75,10,0,0,2,255,0,272123,-1,2,-1,0,-2,75,30,255,255,-1,25000,0,75,4195344,0,53331,255,205,272135,72,75,0,2,10,75061,0,2,255,272135,272135,316,0,0,75061,0,0,3,270352,77,5,271942,1,2,5,116336,272135,272124,255,271942,0,272135,4,0,0,72,0,0,132112,190,4,116328,1,74786,50,75061,255,53,272135,7,0,72,0,255,275586,43,75,0,275586,0,1,0,75061,272137,1898,116328,0,77,2,0
SD Eibar,255,0,0,1,132,4,1,275579,3,0,0,150,65,4,0,0,2,219,0,79799,-1,1,-1,0,-2,67,90,255,98,-1,2000,0,65,526336,0,8164,255,70,79799,64,67,0,1,74,272024,0,2,255,79799,275579,316,0,0,272024,0,0,2,526336,71,0,275581,0,2,2,116336,79799,275581,255,79799,0,272024,3,0,0,64,0,0,266240,52,4,116331,3,272269,30,272024,255,149,78896,3,4,72,0,55,80913,43,67,0,80913,0,1,0,272024,79799,1940,116331,0,71,2,0
C. Adeje Tenerife,255,0,0,0,138,4,1,272232,3,0,0,254,75,7,0,0,2,255,0,272224,-1,2,-1,1,-16,73,254,255,255,-1,10000,0,75,4198480,0,23000,255,0,272225,71,73,0,2,66,277123,0,0,255,272225,272225,316,0,0,277123,0,0,2,264272,73,0,272225,1,0,4,116325,272225,272225,255,272246,0,272225,4,0,0,71,0,0,4202576,1,4,116332,3,272025,50,277123,255,430,272246,6,0,72,0,255,276637,28,73,0,276637,0,1,0,277123,272025,2013,116332,0,73,2,0
Levante UD,20,0,0,1,150,4,1,272014,5,0,0,170,69,4,0,0,2,147,0,272047,-1,1,-1,0,0,70,100,50,0,-1,20000,0,69,532608,0,25354,60,30,272017,69,70,0,1,90,272047,0,2,20,272047,272047,316,0,0,272047,0,0,1,528512,68,4,72364,1,2,4,131125,272017,72364,60,261830,0,272014,3,0,0,69,0,0,270464,15,4,116333,2,272059,30,272244,50,504,272019,6,0,72,0,0,272244,39,70,0,261830,0,1,0,272047,272047,1909,116333,0,68,2,6
Madrid CFF,255,0,0,1,255,4,1,272061,4,0,0,1,73,8,1,0,2,255,0,272005,-1,1,-1,0,-3,71,1,255,162,-1,18000,0,73,132224,0,7500,255,1,272005,73,71,0,1,255,272101,0,0,255,272005,272005,316,0,0,272101,0,0,2,4202624,71,0,272077,1,0,3,116326,272005,272077,255,272005,0,272005,3,0,0,73,0,0,132224,255,4,116334,1,272204,65,272101,255,295,272013,5,0,72,0,72,247530,40,71,0,247530,0,1,0,272101,272005,2010,116334,0,71,2,0
Real Sociedad,2,0,0,1,125,4,1,227359,6,0,0,135,76,8,0,0,2,255,0,272007,-1,2,-1,0,-1,75,45,73,255,-1,37000,0,76,4195456,0,40000,49,0,272007,74,75,0,2,35,272073,0,2,2,272007,261843,316,0,0,272073,0,0,3,270464,74,0,72783,1,2,5,116328,261843,261843,49,72783,0,272007,7,0,0,74,0,0,132224,0,4,116336,1,78279,50,272073,73,425,271443,8,0,72,0,255,227359,43,75,0,227359,0,1,0,272073,272007,1909,116336,0,74,2,1
Sevilla FC,210,0,0,1,0,4,1,228630,6,0,0,0,75,7,0,0,2,255,0,277573,-1,2,-1,0,-5,73,0,210,255,-1,21000,0,75,4202624,0,43883,210,230,277573,72,73,0,2,0,272116,0,1,210,262460,262460,366,0,0,272116,0,0,3,266368,70,0,264986,1,2,3,131391,277573,262460,210,264986,0,262460,4,0,0,72,0,0,4202624,249,4,116337,2,272146,50,272116,210,445,262460,5,0,72,0,255,272180,37,73,0,272180,0,1,0,272116,277573,1905,116337,0,70,2,0
Liverpool,1,0,0,0,35,3,1,265301,7,0,0,0,75,8,0,0,2,255,0,266922,-1,2,-1,0,-2,75,215,1,255,-1,55610,0,75,266240,0,16587,1,255,266922,73,75,0,2,27,81456,0,1,1,266922,266922,366,0,0,81456,0,0,2,528384,74,2,267238,1,0,5,116016,266922,74861,1,267238,0,266922,4,0,0,73,0,0,270336,227,4,116343,3,270892,30,81456,1,282,74861,5,0,76,0,255,276722,53,75,0,276722,0,1,0,81456,266922,1892,116343,0,74,1,0
Chengdu FC,1,0,0,8,38,2,0,224702,6,0,0,1,68,5,0,0,4,255,0,226096,-1,1,-1,0,104,65,1,20,255,-1,10550,0,68,66560,0,27000,38,1,226096,67,65,0,1,20,244723,0,1,151,226096,226096,316,0,0,244723,0,0,4,139264,62,0,221847,1,0,2,116361,226096,216741,1,221847,0,223344,8,0,0,67,0,0,66560,151,4,116360,1,264009,90,244723,1,896,216741,6,4,75,0,255,223344,30,65,0,223344,0,1,0,244723,226096,2018,116360,0,62,2,0
Wuhan Three Towns,255,0,0,8,134,2,0,222235,3,0,0,1,58,4,0,0,4,255,0,230665,-1,1,-1,1,114,60,1,74,255,-1,7350,0,58,270336,0,20000,134,1,230665,64,60,0,1,74,230665,0,1,56,230665,230665,316,0,0,230665,0,0,2,528384,61,1,224546,1,0,1,111724,230665,224546,255,224675,0,275190,6,0,0,64,0,0,4202496,56,0,116361,2,275666,50,275190,255,712,235139,4,0,75,0,255,275190,30,60,0,224675,0,1,0,230665,230665,2013,116361,0,61,2,0
Havre AC,30,0,0,1,230,4,1,269213,2,0,0,255,72,6,0,0,2,45,0,275395,-1,1,-1,1,0,72,255,30,90,-1,5500,0,72,532480,0,25178,30,255,275395,70,72,0,1,191,276812,0,1,30,275395,270049,316,0,0,276812,0,0,2,528384,70,0,271811,3,0,1,116037,275395,270049,30,271811,0,269213,3,0,0,70,0,0,270336,153,4,116416,2,269829,30,276812,30,267,270049,3,0,88,0,62,269213,49,72,0,269213,0,1,0,276812,275395,1872,116416,0,70,2,0
FC Nantes,1,0,18,1,17,4,1,264904,1,0,0,57,71,3,0,0,2,1,0,264904,-1,2,-1,1,-1,73,221,1,44,-1,1500,0,71,532480,0,1880,1,254,265952,73,73,0,2,220,74083,0,1,1,264904,265952,316,0,0,74083,0,0,3,528384,75,0,72074,3,1,1,116039,265952,264904,1,72074,0,264904,1,0,0,73,0,0,270336,255,4,116417,2,277170,30,74083,1,337,264904,5,4,88,0,87,79532,47,73,0,79532,0,1,0,74083,265952,1943,116417,0,75,2,0
Iceland,34,0,0,0,167,7,1,273209,0,0,0,11,74,0,0,0,2,250,0,264891,-1,2,-1,0,-21,73,23,139,250,-1,0,0,74,4198400,0,9800,34,221,264891,73,73,0,2,91,273211,1,1,34,264891,264891,316,0,0,273211,0,0,2,264192,74,0,266384,1,0,2,113007,264891,264891,34,266384,0,264891,0,0,0,73,0,0,4202496,36,4,116428,3,277544,50,273211,139,0,265300,10,0,6,0,250,279523,64,73,0,279523,0,1,0,273211,264891,1981,116428,0,74,1,0
Alhama CF,255,0,0,1,196,4,1,272143,2,0,0,196,68,4,1,0,2,255,0,272144,-1,1,-1,1,-2,68,100,255,255,-1,1000,0,68,532480,0,8120,255,29,272144,70,68,0,1,100,233576,0,0,255,273130,273130,316,0,0,233576,0,0,2,528384,65,0,272143,1,0,1,131391,273130,272143,255,273130,0,272143,2,0,0,70,0,0,270336,29,4,131123,2,77685,30,233576,255,922,272144,2,0,72,0,255,79277,38,68,0,79277,0,1,0,233576,272223,2004,131123,0,65,2,0
Finland,0,0,0,2,255,7,1,72788,0,0,0,245,72,0,0,0,2,0,0,266598,-1,2,-1,0,24,72,235,102,204,-1,0,0,72,4198400,0,36200,204,255,266598,71,72,0,2,255,72798,0,1,0,266598,266598,316,0,0,72798,0,0,2,264192,70,0,72787,1,1,4,113008,266598,266598,204,72787,0,275925,0,0,0,71,0,0,4202496,255,4,131124,3,72791,50,72798,102,0,275925,10,0,88,0,102,72764,60,72,0,72764,0,1,0,72798,266598,1973,131124,0,70,2,0
Badalona Women,255,0,0,1,128,4,1,246356,2,0,0,128,74,2,0,0,2,255,0,246356,-1,2,-1,1,2,74,64,64,255,-1,5000,0,74,525440,0,4170,128,0,246356,77,74,0,2,64,272266,0,0,0,272148,272111,316,0,0,272266,0,0,1,532608,73,0,272159,0,0,2,131733,272111,272163,255,272159,0,272148,4,0,0,77,0,0,263296,0,4,131125,1,272148,30,272266,255,962,272163,4,0,72,0,255,246356,41,74,0,246356,0,1,0,272266,272111,1983,131125,0,73,2,0
Qingdao Hainiu,11,0,0,8,38,2,0,248221,2,0,0,87,60,4,0,0,4,255,0,232264,-1,1,-1,0,114,58,34,104,255,-1,4030,0,60,264320,0,20525,38,11,232264,57,58,0,1,104,251111,0,1,255,232264,232264,316,0,0,251111,0,0,2,526464,57,0,224618,1,0,1,111724,232264,221856,87,224618,0,251111,3,0,0,57,0,0,4198528,255,4,131173,3,73699,50,251111,34,810,221856,2,0,75,0,255,198635,23,58,0,198635,0,1,0,251111,232264,1990,131173,0,57,2,1
Eyüpspor,255,0,0,3,134,5,0,230685,2,0,0,0,65,1,0,0,9,253,0,230685,-1,1,-1,1,28,65,0,255,19,-1,25800,0,65,270336,0,14234,255,0,230685,64,65,0,1,45,260459,0,1,255,230685,230685,316,0,0,260459,0,0,1,528384,63,0,240941,8,1,1,111339,230685,263317,255,240941,0,239043,6,0,0,64,0,1,4202496,87,3,131174,2,262998,50,260459,255,231,263317,3,4,89,0,184,239043,41,65,0,239043,0,1,0,260459,230685,1919,131174,0,63,1,0
SL Benfica,220,0,1,0,25,4,1,261829,7,0,0,25,73,7,0,0,2,255,0,275938,-1,2,-1,1,-9,74,37,37,255,-1,6000,0,73,532480,0,3500,25,220,275938,75,74,0,2,37,275927,0,1,220,275938,275938,366,0,0,275927,0,0,4,528384,74,4,77246,1,1,5,131363,275938,268470,25,77246,0,261829,6,0,0,75,0,0,270336,220,4,131358,2,70851,30,275927,37,281,268470,10,0,37,0,255,272050,38,74,0,272050,0,1,0,275927,261829,1904,131358,0,74,1,3
Ajax,35,0,20,1,20,4,1,233747,8,0,0,30,69,9,0,0,2,255,0,233747,-1,1,-1,2,4,71,30,66,255,-1,10000,0,69,525312,0,2250,66,30,233747,70,71,0,1,20,79676,0,2,35,233747,233747,366,0,0,79676,0,0,2,532480,73,3,76331,1,2,4,131361,233747,79673,66,76331,0,233747,6,0,0,70,0,0,263168,225,4,131359,1,277812,30,79676,66,16,79673,10,0,37,0,255,277815,52,71,0,277815,0,2,0,79676,233747,1900,131359,0,73,1,6
Slavia Praha,207,0,0,1,22,5,1,275813,6,0,0,22,71,7,0,0,2,255,0,275820,-1,1,-1,1,14,70,12,12,255,-1,3000,0,71,532544,0,19084,22,207,275820,68,70,0,1,12,75388,0,1,207,275820,275820,316,0,0,75388,0,0,3,528448,69,10,275808,1,1,4,131362,275820,275826,22,275808,0,275824,5,0,0,68,0,0,270400,207,4,131360,2,275824,30,75388,12,654,275826,9,0,6,0,255,265304,50,70,0,265304,0,1,0,75388,275820,1892,131360,0,69,2,4
FC Zürich,230,0,0,1,230,4,1,273406,4,0,0,129,67,5,0,0,2,255,1,264911,-1,1,-1,1,8,65,56,230,255,-1,2000,0,67,263168,0,1120,230,33,264911,61,65,0,1,155,276615,0,1,230,264911,273406,316,0,0,276615,0,0,3,532480,68,24,264911,0,1,3,131359,277308,264911,230,275845,0,264911,4,0,0,61,0,0,4195328,1,4,131361,1,74026,50,276615,230,539,277307,10,0,88,0,255,277308,47,65,0,275845,0,1,0,276615,273406,1896,131361,0,68,1,15
FC Rosengård,255,0,0,1,86,7,1,267236,4,0,0,255,70,6,1,0,2,194,0,275917,-1,1,-1,1,12,69,255,255,43,-1,1000,0,70,132096,0,7600,255,255,275917,69,69,0,1,26,246637,0,1,255,275917,275917,316,0,0,246637,0,0,2,4202496,66,14,277881,15,0,3,131360,275917,277881,255,275917,0,275917,4,0,0,69,0,0,132096,18,4,131362,1,272700,65,246637,255,299,74915,10,0,88,0,10,72764,55,69,0,72764,0,1,2,246637,275917,1917,131362,0,66,1,5
Glasgow City FC,255,0,0,0,30,3,1,245871,4,0,0,255,69,7,0,0,2,1,1,265305,-1,1,-1,1,-4,70,255,255,1,-1,1500,0,69,4202496,0,1000,255,255,265305,71,70,0,1,127,247415,0,1,255,265305,265305,316,0,0,247415,0,0,2,266240,69,16,275899,15,0,3,131358,265305,246899,255,275899,0,247415,6,0,0,71,0,0,4202496,228,4,131363,2,74017,50,247415,255,186,246899,10,0,88,0,1,74030,55,70,0,74030,0,1,2,247415,265305,1998,131363,0,69,1,9
Free Agents,255,0,0,0,0,0,0,1,5,0,0,0,0,5,1,0,2,0,0,1,-1,1,-1,0,0,80,0,255,0,-1,0,0,0,0,0,0,255,0,1,0,0,0,1,0,0,0,0,255,1,1,316,0,2,0,0,0,2,0,0,0,0,0,0,5,1318,1,0,255,0,0,1,6,0,0,0,0,0,0,0,4,131368,0,0,50,0,255,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,1,2000,131368,0,0,0,0
1. FC Nürnberg,225,0,0,1,43,4,1,275525,3,0,0,255,71,4,0,0,2,1,0,275525,-1,1,-1,1,11,70,255,225,1,-1,3000,0,71,532480,0,50000,225,255,275760,70,70,0,1,16,80460,0,1,225,275525,264920,316,0,0,80460,0,0,1,528384,69,0,275525,1,1,1,115995,80460,275525,225,275760,0,275533,4,0,0,70,0,0,270336,194,4,131386,2,79626,30,73655,225,355,79630,1,0,90,0,1,73655,49,70,0,275760,0,1,0,80460,80460,1900,131386,0,69,2,0
Granada CF,0,0,0,1,0,4,1,275784,3,0,0,0,74,5,0,0,2,255,0,277048,-1,1,-1,2,-3,71,0,0,255,-1,8000,0,74,532480,0,19436,175,222,80077,70,71,0,1,0,78888,0,2,0,277048,277048,316,0,0,78888,0,0,2,528384,67,0,275784,1,2,2,116337,277048,275784,175,277048,0,78888,3,0,0,70,0,0,270336,255,4,131391,2,80077,30,78888,0,193,272270,4,0,72,0,255,277073,37,71,0,277073,0,1,0,78888,277048,1931,131391,0,67,2,0
San Diego FC,12,0,0,-7,43,6,0,224067,5,0,0,0,68,3,0,0,2,255,0,236918,-1,1,-1,2,-117,68,0,12,255,-1,70580,0,68,132096,0,35000,12,0,236918,73,68,0,1,21,224874,0,1,12,236918,236918,316,0,0,224874,0,0,3,4202496,62,0,245685,3,1,1,112996,236918,245685,12,236918,0,236918,4,0,0,73,0,0,132096,2,3,131439,1,217047,65,224874,12,889,224067,4,0,134,0,255,215247,32,68,0,215247,0,1,0,224874,236918,2023,131439,0,62,2,0
FC Annecy,1,0,0,1,42,4,0,188825,1,0,0,40,67,3,0,0,2,250,1,188825,-1,1,-1,0,6,66,44,1,250,-1,17000,0,67,532608,0,15714,1,208,188825,64,66,0,1,51,252205,0,1,1,188825,188825,316,0,0,252205,0,0,2,528512,66,0,269748,3,0,1,111659,188825,276309,1,269748,0,188825,2,0,0,64,0,0,270464,223,4,131447,2,79621,30,252205,1,902,276309,6,0,51,0,250,261771,45,66,0,261771,0,1,0,252205,188825,1927,131447,0,66,1,0
Unirea Slobozia,45,0,0,2,196,5,0,262856,1,0,0,196,63,2,1,0,2,255,0,255082,-1,1,-1,1,27,63,104,104,0,-1,3075,0,63,264256,0,6000,196,45,255082,64,63,0,1,104,259803,0,1,45,255082,255082,316,0,0,259803,0,0,4,526400,63,0,216776,3,1,1,310,255082,248061,196,216776,0,259803,3,0,0,64,0,0,4198464,45,4,131459,3,262450,50,259803,104,956,248061,3,0,79,0,255,78696,44,63,0,78696,0,1,0,259803,255082,2004,131459,0,63,2,0
AVS Futebol SAD,200,0,0,0,0,4,0,213795,1,0,0,0,66,1,0,0,2,255,0,213795,-1,1,-1,1,-8,67,0,200,255,-1,8500,0,66,526480,0,5228,200,255,277971,67,67,0,1,0,274231,0,0,200,213795,213795,316,0,0,274231,0,0,5,526480,68,0,277971,1,1,1,1888,213795,277971,200,275487,0,175851,4,0,0,67,0,0,266384,255,4,131463,3,246592,30,175851,200,645,72654,1,0,36,0,255,175851,41,67,0,275487,0,1,0,274231,274231,2023,131463,0,68,2,0
Bay FC,1,0,0,-8,128,6,1,273473,3,0,0,114,70,3,0,0,2,250,0,76377,-1,2,-1,0,-121,75,128,60,250,-1,87426,0,70,4202624,0,18000,166,250,76377,83,75,0,2,0,227073,0,1,1,76377,76377,316,0,0,227073,0,0,2,266368,71,0,70490,3,1,3,131478,76377,70490,166,277508,0,227073,5,0,0,83,0,0,132224,0,4,131477,2,279699,50,227073,60,420,77162,4,0,196,0,250,76377,37,75,0,277508,0,1,0,227073,76377,2023,131477,0,71,2,0
Utah Royals FC,255,0,0,-7,28,6,1,267332,5,0,0,250,75,3,0,0,2,0,0,265571,-1,2,-1,0,-111,75,250,255,128,-1,63125,0,75,4202496,0,20213,255,250,265571,78,75,0,2,172,242806,0,1,255,265571,265571,316,0,0,242806,0,0,2,266240,73,0,267320,0,1,1,116309,265571,267320,255,265571,0,245835,2,0,0,78,0,0,132096,255,4,131478,2,272206,50,242806,255,427,245833,1,0,196,0,0,245835,40,75,0,245835,0,1,0,242806,265571,2023,131478,0,73,2,0
SZ Peng City,180,0,0,8,0,2,0,269127,1,0,0,1,61,6,0,0,4,180,0,274024,-1,1,-1,0,108,60,1,217,38,-1,5700,0,61,263184,0,44050,0,1,274024,61,59,0,1,217,272622,0,1,253,274024,222273,316,0,0,272622,0,0,4,532496,58,0,272759,1,0,1,116360,222273,235984,38,272759,0,232381,3,0,0,61,0,0,4195344,253,4,131487,1,224685,50,272622,28,713,235984,2,0,75,0,28,232381,11,59,0,232381,0,1,0,272622,274024,2017,131487,0,58,2,0
Qingdao W. Coast,233,0,0,8,4,2,0,227970,2,0,0,255,66,7,0,0,4,233,0,237135,-1,1,-1,0,120,61,255,0,83,-1,5610,0,66,263168,0,20000,4,255,237135,55,61,0,1,0,191569,0,1,202,237135,237135,316,0,0,191569,0,0,4,532480,58,0,269155,1,0,1,131487,258731,258731,83,237135,0,237135,3,0,0,55,0,0,4195328,202,4,131488,1,224544,50,191569,216,810,271657,2,0,75,0,216,241335,36,61,0,241335,0,1,0,191569,237135,2007,131488,0,58,2,0
